Country Name,Country Code,Year,Value
Afghanistan,AFG,2011,
Albania,ALB,2011,
Algeria,DZA,2011,
Andorra,AND,2011,
Angola,AGO,2011,
Antigua and Barbuda,ATG,2011,
Argentina,ARG,2011,
Armenia,ARM,2011,
Australia,AUS,2011,
Austria,AUT,2011,
Azerbaijan,AZE,2011,6.5
Bahamas,BHS,2011,
Bahrain,BHR,2011,
Bangladesh,BGD,2011,36.7
Barbados,BRB,2011,
Belarus,BLR,2011,
Belgium,BEL,2011,
Belize,BLZ,2011,6.2
Benin,BEN,2011,
Bhutan,BTN,2011,
Bolivia,BOL,2011,
Bosnia and Herzegovina,BIH,2011,
Botswana,BWA,2011,
Brazil,BRA,2011,
Brunei,BRN,2011,
Bulgaria,BGR,2011,
Burkina Faso,BFA,2011,25.1
Burundi,BDI,2011,
Cabo Verde,CPV,2011,
Cambodia,KHM,2011,
Cameroon,CMR,2011,15.2
Canada,CAN,2011,
Central African Republic,CAF,2011,
Chad,TCD,2011,
Chile,CHL,2011,
China,CHN,2011,
Colombia,COL,2011,
Comoros,COM,2011,
Congo,COG,2011,11.8
Costa Rica,CRI,2011,
Croatia,HRV,2011,
Cuba,CUB,2011,
Cyprus,CYP,2011,
Czechia,CZE,2011,
Côte d'Ivoire,CIV,2011,15.5
Democratic Republic of the Congo,COD,2011,
Denmark,DNK,2011,
Djibouti,DJI,2011,24.2
Dominica,DMA,2011,
Dominican Republic,DOM,2011,
Ecuador,ECU,2011,
Egypt,EGY,2011,
El Salvador,SLV,2011,
Equatorial Guinea,GNQ,2011,5.6
Eritrea,ERI,2011,
Estonia,EST,2011,
Eswatini,SWZ,2011,
Ethiopia,ETH,2011,29.2
Fiji,FJI,2011,
Finland,FIN,2011,
France,FRA,2011,
Gabon,GAB,2011,
Gambia,GMB,2011,
Georgia,GEO,2011,
Germany,DEU,2011,
Ghana,GHA,2011,13.4
Greece,GRC,2011,
Grenada,GRD,2011,
Guatemala,GTM,2011,
Guinea,GIN,2011,
Guinea-Bissau,GNB,2011,
Guyana,GUY,2011,
Haiti,HTI,2011,
Honduras,HND,2011,
Hungary,HUN,2011,
Iceland,ISL,2011,
India,IND,2011,
Indonesia,IDN,2011,
Iran,IRN,2011,
Iraq,IRQ,2011,7.2
Ireland,IRL,2011,0.5
Israel,ISR,2011,
Italy,ITA,2011,
Jamaica,JAM,2011,
Japan,JPN,2011,
Jordan,JOR,2011,
Kazakhstan,KAZ,2011,
Kenya,KEN,2011,12.4
Kiribati,KIR,2011,
Kuwait,KWT,2011,2.1
Kyrgyzstan,KGZ,2011,
Laos,LAO,2011,26.6
Latvia,LVA,2011,
Lebanon,LBN,2011,
Lesotho,LSO,2011,
Liberia,LBR,2011,
Libya,LBY,2011,
Liechtenstein,LIE,2011,
