Country Name,Country Code,Year,Value
Afghanistan,AFG,2007,
Albania,ALB,2007,
Algeria,DZA,2007,
Andorra,AND,2007,
Angola,AGO,2007,
Antigua and Barbuda,ATG,2007,
Argentina,ARG,2007,
Armenia,ARM,2007,
Australia,AUS,2007,8.0
Austria,AUT,2007,
Azerbaijan,AZE,2007,
Bahamas,BHS,2007,
Bahrain,BHR,2007,
Bangladesh,BGD,2007,1.1
Barbados,BRB,2007,
Belarus,BLR,2007,
Belgium,BEL,2007,
Belize,BLZ,2007,
Benin,BEN,2007,
Bhutan,BTN,2007,
Bolivia,BOL,2007,
Bosnia and Herzegovina,BIH,2007,
Botswana,BWA,2007,10.0
Brazil,BRA,2007,6.4
Brunei,BRN,2007,
Bulgaria,BGR,2007,6.9
Burkina Faso,BFA,2007,
Burundi,BDI,2007,
Cabo Verde,CPV,2007,
Cambodia,KHM,2007,
Cameroon,CMR,2007,
Canada,CAN,2007,
Central African Republic,CAF,2007,
Chad,TCD,2007,
Chile,CHL,2007,9.8
China,CHN,2007,
Colombia,COL,2007,
Comoros,COM,2007,
Congo,COG,2007,
Costa Rica,CRI,2007,
Croatia,HRV,2007,
Cuba,CUB,2007,
Cyprus,CYP,2007,
Czechia,CZE,2007,
Côte d'Ivoire,CIV,2007,4.9
Democratic Republic of the Congo,COD,2007,7.0
Denmark,DNK,2007,
Djibouti,DJI,2007,
Dominica,DMA,2007,
Dominican Republic,DOM,2007,8.3
Ecuador,ECU,2007,
Egypt,EGY,2007,
El Salvador,SLV,2007,
Equatorial Guinea,GNQ,2007,
Eritrea,ERI,2007,
Estonia,EST,2007,
Eswatini,SWZ,2007,
Ethiopia,ETH,2007,
Fiji,FJI,2007,
Finland,FIN,2007,
France,FRA,2007,
Gabon,GAB,2007,
Gambia,GMB,2007,
Georgia,GEO,2007,
Germany,DEU,2007,
Ghana,GHA,2007,
Greece,GRC,2007,
Grenada,GRD,2007,
Guatemala,GTM,2007,
Guinea,GIN,2007,6.4
Guinea-Bissau,GNB,2007,
Guyana,GUY,2007,
Haiti,HTI,2007,
Honduras,HND,2007,
Hungary,HUN,2007,
Iceland,ISL,2007,
India,IND,2007,
Indonesia,IDN,2007,
Iran,IRN,2007,
Iraq,IRQ,2007,
Ireland,IRL,2007,
Israel,ISR,2007,
Italy,ITA,2007,
Jamaica,JAM,2007,8.7
Japan,JPN,2007,
Jordan,JOR,2007,
Kazakhstan,KAZ,2007,
Kenya,KEN,2007,
Kiribati,KIR,2007,
Kuwait,KWT,2007,8.5
Kyrgyzstan,KGZ,2007,
Laos,LAO,2007,
Latvia,LVA,2007,
Lebanon,LBN,2007,
Lesotho,LSO,2007,
Liberia,LBR,2007,4.2
Libya,LBY,2007,22.4
Liechtenstein,LIE,2007,
Lithuania,LTU,2007,
Luxembourg,LUX,2007,
Madagascar,MDG,2007,
Malawi,MWI,2007,
Malaysia,MYS,2007,
Maldives,MDV,2007,
Mali,MLI,2007,
Malta,MLT,2007,
Marshall Islands,MHL,2007,
Mauritania,MRT,2007,2.3
Mauritius,MUS,2007,
Mexico,MEX,2007,
Micronesia,FSM,2007,
Moldova,MDA,2007,
Monaco,MCO,2007,
Mongolia,MNG,2007,
Montenegro,MNE,2007,
Morocco,MAR,2007,
Mozambique,MOZ,2007,
Myanmar,MMR,2007,
Namibia,NAM,2007,4.7
Nauru,NRU,2007,2.8
Nepal,NPL,2007,
Netherlands,NLD,2007,
New Zealand,NZL,2007,
Nicaragua,NIC,2007,6.2
Niger,NER,2007,0.3
Nigeria,NGA,2007,
North Korea,PRK,2007,
North Macedonia,MKD,2007,
Norway,NOR,2007,
Oman,OMN,2007,
Pakistan,PAK,2007,
Palau,PLW,2007,
Palestine,PSE,2007,
Panama,PAN,2007,
Papua New Guinea,PNG,2007,
Paraguay,PRY,2007,
Peru,PER,2007,10.0
Philippines,PHL,2007,
Poland,POL,2007,
Portugal,PRT,2007,
Qatar,QAT,2007,
Romania,ROU,2007,
Russia,RUS,2007,
Rwanda,RWA,2007,
Saint Kitts and Nevis,KNA,2007,
Saint Lucia,LCA,2007,
Saint Vincent and the Grenadines,VCT,2007,
Samoa,WSM,2007,
San Marino,SMR,2007,
Sao Tome and Principe,STP,2007,
Saudi Arabia,SAU,2007,
Senegal,SEN,2007,
Serbia,SRB,2007,
Seychelles,SYC,2007,
Sierra Leone,SLE,2007,
Singapore,SGP,2007,
Slovakia,SVK,2007,
Slovenia,SVN,2007,
Solomon Islands,SLB,2007,2.5
Somalia,SOM,2007,
South Africa,ZAF,2007,
South Korea,KOR,2007,
South Sudan,SSD,2007,
Spain,ESP,2007,
Sri Lanka,LKA,2007,1.7
Sudan,SDN,2007,
Suriname,SUR,2007,
Sweden,SWE,2007,
Switzerland,CHE,2007,
Syria,SYR,2007,
Tajikistan,TJK,2007,12.0
Tanzania,TZA,2007,
Thailand,THA,2007,
Timor-Leste,TLS,2007,1.5
Togo,TGO,2007,
Tonga,TON,2007,
Trinidad and Tobago,TTO,2007,
Tunisia,TUN,2007,
Turkmenistan,TKM,2007,
Tuvalu,TUV,2007,6.3
Türkiye,TUR,2007,
Uganda,UGA,2007,
Ukraine,UKR,2007,
United Arab Emirates,ARE,2007,
United Kingdom,GBR,2007,7.0
United States,USA,2007,
Uruguay,URY,2007,8.4
Uzbekistan,UZB,2007,
Vanuatu,VUT,2007,
Vatican City,VAT,2007,
Venezuela,VEN,2007,6.1
Vietnam,VNM,2007,2.9
Yemen,YEM,2007,
Zambia,ZMB,2007,8.4
Zimbabwe,ZWE,2007,
